firm_name,firm_website,challenge_name,markets,account_size,price,billing_type,currency,profit_target_pct,max_drawdown_pct,daily_drawdown_pct,drawdown_type,minimum_days,maximum_days,payout_frequency_days,payout_split_pct,payout_conditions,platforms,activation_fee,max_payout,contracts,data_feed,source_url,source_type,confidence
Lucid Trading,https://lucidtrading.com/,LucidPro 100K,futures,100000,215.6,one_time,USD,6,3,,eod_trailing,3,,5,90,No daily loss limit. The 40% consistency rule applies once funded. No activation fee. The supplied table lists 50K alternatives at $115.20–$140.40 and a $25K alternative at $85 without saying which Lucid product each belongs to. Published as a range rather than one figure: $115.20–$140.40. Not recorded as a price. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,6/60,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidFlex 150K,futures,150000,295.4,one_time,USD,,3,,eod_trailing,2,,5,90,No daily loss limit. No consistency rule once funded. No activation fee. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,,"EdgeClear, NinjaTrader",,,
Lucid Trading,https://lucidtrading.com/,LucidPro 150K,futures,150000,295.4,one_time,USD,6,3,,eod_trailing,3,,5,90,No daily loss limit. The 40% consistency rule applies once funded. No activation fee. The supplied table lists 50K alternatives at $115.20–$140.40 and a $25K alternative at $85 without saying which Lucid product each belongs to. Published as a range rather than one figure: $115.20–$140.40. Not recorded as a price. Payouts every 5 days.,NinjaTrader; Quantower; MotiveWave; Tradovate; TradingView; ATAS; Bookmap; Jigsaw Daytradr; MultiCharts; R Trader Pro; Sierra Chart; Tradesea,,,10/100,"EdgeClear, NinjaTrader",,,
Maven,,1-Step 5K,cfd,5000,17.1,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,2-Step 5K,cfd,5000,19.8,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,1-Step 10K,cfd,10000,33.3,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,2-Step 10K,cfd,10000,39.6,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,1-Step 20K,cfd,20000,61.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,2-Step 20K,cfd,20000,79.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,1-Step 50K,cfd,50000,153,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,2-Step 50K,cfd,50000,198,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,1-Step 100K,cfd,100000,342,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Maven,,2-Step 100K,cfd,100000,396,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Moneta Funded,,1-Step 10K,cfd,10000,45,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Moneta Funded,,Instant 10K,cfd,10000,40,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Moneta Funded,,2-Step 25K,cfd,25000,84.5,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Moneta Funded,,Instant 25K,cfd,25000,97.5,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Moneta Funded,,2-Step 50K,cfd,50000,182.5,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
Moneta Funded,,2-Step 100K,cfd,100000,330,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
My Funded Futures,https://myfundedfutures.com/,Rapid 25K,futures,25000,54.5,monthly,USD,6,4,,eod_trailing,,,,90,"Maximum 5 minis / 50 micros. No consistency rule once funded. No activation fee. A one-off $125.60 Rapid EOD variant at $50K is also sold; it is not a separate product on file. Daily payouts, no activation fee. One source describes the maximum loss as end-of-day while the supplied product table records intraday trailing — the recorded mechanic was left alone and the disagreement needs settling on the firm's own page.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Builder 25K,futures,25000,52.5,monthly,USD,6,4,,eod_trailing,1,,2,80,"One-step evaluation with an EOD-style risk structure and two Max Loss Limit options chosen at checkout, so price and drawdown both depend on that choice. No activation fee. Payouts every 2 days. The daily loss limit is a soft pause rather than a breach.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Rapid 25K Trailing 25K,futures,25000,19.99,monthly,USD,6,4,,trailing,,,,90,"Split out from the main Rapid plan because this size uses a trailing drawdown while the larger Rapid sizes use end-of-day, and the mechanic is stored per product.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,3/30,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Rapid 50K,futures,50000,78.5,monthly,USD,6,4,,eod_trailing,,,,90,"Maximum 5 minis / 50 micros. No consistency rule once funded. No activation fee. A one-off $125.60 Rapid EOD variant at $50K is also sold; it is not a separate product on file. Daily payouts, no activation fee. One source describes the maximum loss as end-of-day while the supplied product table records intraday trailing — the recorded mechanic was left alone and the disagreement needs settling on the firm's own page.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,5/50,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Pro 50K,futures,50000,113.5,monthly,USD,6,4,,eod_trailing,2,,14,80,Tier-1 news trading not allowed. No daily loss limit. No activation fee. Price varies by size and configuration. Payouts every 14 days.,NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Builder 50K,futures,50000,76.5,monthly,USD,6,4,2,eod_trailing,1,,2,80,"One-step evaluation with an EOD-style risk structure and two Max Loss Limit options chosen at checkout, so price and drawdown both depend on that choice. No activation fee. Payouts every 2 days. The daily loss limit is a soft pause rather than a breach.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Flex 50K,futures,50000,,,USD,,,,,,,,,Flexible evaluation with an EOD-style drawdown. Price varies by account configuration. No activation fee. Figures deliberately absent: the source said not to rely on them for this product.,NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Rapid EOD 50K,futures,50000,125.6,one_time,USD,6,4,,eod_trailing,,,,90,,NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,3/30,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Rapid 100K,futures,100000,133.5,monthly,USD,6,3,,eod_trailing,,,,90,"Maximum 5 minis / 50 micros. No consistency rule once funded. No activation fee. A one-off $125.60 Rapid EOD variant at $50K is also sold; it is not a separate product on file. Daily payouts, no activation fee. One source describes the maximum loss as end-of-day while the supplied product table records intraday trailing — the recorded mechanic was left alone and the disagreement needs settling on the firm's own page.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Pro 100K,futures,100000,172,monthly,USD,6,3,,eod_trailing,2,,14,80,Tier-1 news trading not allowed. No daily loss limit. No activation fee. Price varies by size and configuration. Payouts every 14 days.,NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,6/60,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Builder 100K,futures,100000,,monthly,USD,,,,eod_trailing,1,,2,80,"One-step evaluation with an EOD-style risk structure and two Max Loss Limit options chosen at checkout, so price and drawdown both depend on that choice. No activation fee. Payouts every 2 days. The daily loss limit is a soft pause rather than a breach.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Rapid 150K,futures,150000,173.5,monthly,USD,6,3,,eod_trailing,,,,90,"Maximum 5 minis / 50 micros. No consistency rule once funded. No activation fee. A one-off $125.60 Rapid EOD variant at $50K is also sold; it is not a separate product on file. Daily payouts, no activation fee. One source describes the maximum loss as end-of-day while the supplied product table records intraday trailing — the recorded mechanic was left alone and the disagreement needs settling on the firm's own page.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Pro 150K,futures,150000,238.5,monthly,USD,6,3,,eod_trailing,2,,14,80,Tier-1 news trading not allowed. No daily loss limit. No activation fee. Price varies by size and configuration. Payouts every 14 days.,NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,9/90,"DXFeed, NinjaTrader",,,
My Funded Futures,https://myfundedfutures.com/,Builder 150K,futures,150000,,monthly,USD,,,,eod_trailing,1,,2,80,"One-step evaluation with an EOD-style risk structure and two Max Loss Limit options chosen at checkout, so price and drawdown both depend on that choice. No activation fee. Payouts every 2 days. The daily loss limit is a soft pause rather than a breach.",NinjaTrader; Quantower; TradingView; Tradovate; ATAS; Deepcharts; DeepDom; Volumetrica Trading,,,,"DXFeed, NinjaTrader",,,
Take Profit Trader,https://www.takeprofittrader.com/,Evaluation 50K,futures,50000,170,monthly,USD,6,4,,eod_trailing,,,,80,"Billed monthly. No daily loss limit during the evaluation. Contract limits 6 / 9 / 12 / 15 by size. Once funded the drawdown becomes intraday, which is a materially harder rule than the evaluation's EOD.",NinjaTrader; TradingView; Tradovate; Quantower; R Trader; ATAS; Bookmap; Finamark; Investor/RT; Jigsaw; MotiveWave; MultiCharts; Trade Navigator; VolFix,,,,"CQG, Rithmic",,,
Take Profit Trader,https://www.takeprofittrader.com/,Evaluation 75K,futures,75000,245,monthly,USD,6,3.333,,eod_trailing,,,,80,"Billed monthly. No daily loss limit during the evaluation. Contract limits 6 / 9 / 12 / 15 by size. Once funded the drawdown becomes intraday, which is a materially harder rule than the evaluation's EOD.",NinjaTrader; TradingView; Tradovate; Quantower; R Trader; ATAS; Bookmap; Finamark; Investor/RT; Jigsaw; MotiveWave; MultiCharts; Trade Navigator; VolFix,,,,"CQG, Rithmic",,,
Take Profit Trader,https://www.takeprofittrader.com/,Evaluation 100K,futures,100000,330,monthly,USD,6,3,,eod_trailing,,,,80,"Billed monthly. No daily loss limit during the evaluation. Contract limits 6 / 9 / 12 / 15 by size. Once funded the drawdown becomes intraday, which is a materially harder rule than the evaluation's EOD.",NinjaTrader; TradingView; Tradovate; Quantower; R Trader; ATAS; Bookmap; Finamark; Investor/RT; Jigsaw; MotiveWave; MultiCharts; Trade Navigator; VolFix,,,,"CQG, Rithmic",,,
Take Profit Trader,https://www.takeprofittrader.com/,Evaluation 150K,futures,150000,360,monthly,USD,6,3,,eod_trailing,,,,80,"Billed monthly. No daily loss limit during the evaluation. Contract limits 6 / 9 / 12 / 15 by size. Once funded the drawdown becomes intraday, which is a materially harder rule than the evaluation's EOD.",NinjaTrader; TradingView; Tradovate; Quantower; R Trader; ATAS; Bookmap; Finamark; Investor/RT; Jigsaw; MotiveWave; MultiCharts; Trade Navigator; VolFix,,,,"CQG, Rithmic",,,
The Trading Pit Futures,https://www.thetradingpit.com/futures,Futures Classic 20K,futures,20000,,,USD,,,,trailing,,30,,80,"Current sizes differ from the 50K/100K/150K assumption and include larger accounts. Rules depend on the selected Classic account. The supplied platform list for this firm ends in 'etc.', so the platforms on file are the ones named rather than the complete set — treat an absence here as unrecorded, not unsupported. Figures deliberately absent: the source said not to rely on them for this product. The trailing floor moves up in real time whenever the closed balance sets a new high.",MotiveWave; Volumetrica Trading; Rithmic,,,,Varies by program,,,
The Trading Pit Futures,https://www.thetradingpit.com/futures,Futures Prime 50K,futures,50000,84.15,one_time,USD,,4,,eod_trailing,,30,,80,"Activation fee $129 on top of the price. Maximum contracts roughly 5 / 10 / 15 by size. Resets cost about $79 / $149 / $229. Weekday overnight holding generally allowed; weekend holding prohibited. Price varies. The supplied platform list for this firm ends in 'etc.', so the platforms on file are the ones named rather than the complete set — treat an absence here as unrecorded, not unsupported. Positions are force-closed at 14:55 CT, so overnight holding is not available. High-frequency trading is prohibited. The daily pause runs $1,000-$3,000 by size; only the drawdown endpoints were published per size, so the middle size is left blank rather than interpolated.",MotiveWave; Volumetrica Trading; Rithmic,,,,Varies by program,,,
The Trading Pit Futures,https://www.thetradingpit.com/futures,Futures Prime 100K,futures,100000,,one_time,USD,,,,eod_trailing,,30,,80,"Activation fee $129 on top of the price. Maximum contracts roughly 5 / 10 / 15 by size. Resets cost about $79 / $149 / $229. Weekday overnight holding generally allowed; weekend holding prohibited. Price varies. The supplied platform list for this firm ends in 'etc.', so the platforms on file are the ones named rather than the complete set — treat an absence here as unrecorded, not unsupported. Positions are force-closed at 14:55 CT, so overnight holding is not available. High-frequency trading is prohibited. The daily pause runs $1,000-$3,000 by size; only the drawdown endpoints were published per size, so the middle size is left blank rather than interpolated.",MotiveWave; Volumetrica Trading; Rithmic,,,,Varies by program,,,
The Trading Pit Futures,https://www.thetradingpit.com/futures,Futures Prime 150K,futures,150000,,one_time,USD,,3,,eod_trailing,,30,,80,"Activation fee $129 on top of the price. Maximum contracts roughly 5 / 10 / 15 by size. Resets cost about $79 / $149 / $229. Weekday overnight holding generally allowed; weekend holding prohibited. Price varies. The supplied platform list for this firm ends in 'etc.', so the platforms on file are the ones named rather than the complete set — treat an absence here as unrecorded, not unsupported. Positions are force-closed at 14:55 CT, so overnight holding is not available. High-frequency trading is prohibited. The daily pause runs $1,000-$3,000 by size; only the drawdown endpoints were published per size, so the middle size is left blank rather than interpolated.",MotiveWave; Volumetrica Trading; Rithmic,,,,Varies by program,,,
The Trading Pit Futures,https://www.thetradingpit.com/futures,Futures Classic 150K,futures,150000,,,USD,,,,trailing,,30,,80,"Current sizes differ from the 50K/100K/150K assumption and include larger accounts. Rules depend on the selected Classic account. The supplied platform list for this firm ends in 'etc.', so the platforms on file are the ones named rather than the complete set — treat an absence here as unrecorded, not unsupported. Figures deliberately absent: the source said not to rely on them for this product. The trailing floor moves up in real time whenever the closed balance sets a new high.",MotiveWave; Volumetrica Trading; Rithmic,,,,Varies by program,,,
The Trading Pit Futures,https://www.thetradingpit.com/futures,Futures Classic 200K,futures,200000,,,USD,,,,trailing,,30,,80,"Current sizes differ from the 50K/100K/150K assumption and include larger accounts. Rules depend on the selected Classic account. The supplied platform list for this firm ends in 'etc.', so the platforms on file are the ones named rather than the complete set — treat an absence here as unrecorded, not unsupported. Figures deliberately absent: the source said not to rely on them for this product. The trailing floor moves up in real time whenever the closed balance sets a new high.",MotiveWave; Volumetrica Trading; Rithmic,,,,Varies by program,,,
The Trading Pit Futures,https://www.thetradingpit.com/futures,Futures Classic 250K,futures,250000,,,USD,,,,trailing,,30,,80,"Current sizes differ from the 50K/100K/150K assumption and include larger accounts. Rules depend on the selected Classic account. The supplied platform list for this firm ends in 'etc.', so the platforms on file are the ones named rather than the complete set — treat an absence here as unrecorded, not unsupported. Figures deliberately absent: the source said not to rely on them for this product. The trailing floor moves up in real time whenever the closed balance sets a new high.",MotiveWave; Volumetrica Trading; Rithmic,,,,Varies by program,,,
The5ers,,2-Step 5K,cfd,5000,35.1,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,1-Step 5K,cfd,5000,234,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,2-Step 10K,cfd,10000,70.2,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,1-Step 10K,cfd,10000,405,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,1-Step 20K,cfd,20000,765,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,2-Step 25K,cfd,25000,175.5,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,2-Step 50K,cfd,50000,278.1,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,2-Step 100K,cfd,100000,490.5,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,3-Step 100K,cfd,100000,85.5,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers,,3-Step 250K,cfd,250000,202.5,one_time,USD,,,,,,,,,"Price only. This firm entered the catalogue through a supplied price table; its profit target, drawdown, daily loss limit, profit split and trading rules are NOT on file and are shown as unconfirmed rather than guessed.",,,,,,,,
The5ers Futures,https://the5ers.com/futures/,Day Trade 25K,futures,25000,,,USD,6,4,,eod_trailing,,,,80,"Manual trading. Scaling toward $500K. News trading allowed, no overnight holding. Price varies. Objectives are identical across the Rebate and Basecamp fee structures, which differ only in how you pay: Basecamp is $50 at 25K and $100 at 50K plus an activation fee of $70 and $140 on funding, while Rebate is a one-off fee that returns commissions daily.",BlackArrow,,,,BlackArrow,,,
The5ers Futures,https://the5ers.com/futures/,Swing 25K,futures,25000,,,USD,6,4,,eod_trailing,,,,80,Overnight holding permitted under the Swing rules; weekend holding prohibited. Price varies.,BlackArrow,,,,BlackArrow,,,
The5ers Futures,https://the5ers.com/futures/,Day Trade 50K,futures,50000,,,USD,6,4,,eod_trailing,,,,80,"Manual trading. Scaling toward $500K. News trading allowed, no overnight holding. Price varies. Objectives are identical across the Rebate and Basecamp fee structures, which differ only in how you pay: Basecamp is $50 at 25K and $100 at 50K plus an activation fee of $70 and $140 on funding, while Rebate is a one-off fee that returns commissions daily.",BlackArrow,,,,BlackArrow,,,
The5ers Futures,https://the5ers.com/futures/,Swing 50K,futures,50000,,,USD,6,4,,eod_trailing,,,,80,Overnight holding permitted under the Swing rules; weekend holding prohibited. Price varies.,BlackArrow,,,,BlackArrow,,,
Top One Futures,https://www.toponefutures.com/,Elite Access 25K,futures,25000,39,one_time,USD,,,,eod_trailing,,,,90,"Weekly payouts after qualifying winning days. No daily loss limit during the challenge; the 40% consistency rule applies at payout. Sources disagree on this firm's profit targets: one publishes a flat 6% and another a tiered 6% at 25K and 50K, 5% at 75K and 100K, 4% at 150K. The recorded figures follow the first; settle it on the firm's own page before publishing.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Evaluation 25K,futures,25000,200,,USD,6,4,2.5,eod_trailing,,,,90,One-step evaluation. Consistency depends on the program. Price varies by current offer. Activation fee $149 on top of the evaluation price.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Daily 25K,futures,25000,71.2,monthly,USD,,,,eod_trailing,,,1,90,Daily payout structure. Consistency rules are account-specific. $398 is the regular price; the current listed price varies. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Instant 25K,futures,25000,167.6,one_time,USD,,4,,eod_trailing,,,,90,"No evaluation. The first payout requires 6% profit. Payouts on demand. $419 is the regular price. The larger Instant sizes are published as ranges, so they are not on file as priced rows. Published as a range rather than one figure: $225.20–$328.40 at 100K and $319.60–$375.60 at 150K. Not recorded as a price.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Instant Sim Funded 25K,futures,25000,,,USD,,,,eod_trailing,,,,90,"Direct simulated funding. Payout targets of 6% / 5% / 4% depending on the payout cycle, with drawdown and consistency rules separate from Ignite. Not enough detail to assign one rule set. Figures deliberately absent: the source said not to rely on them for this product. No evaluation; a one-time fee from $167.60 depending on size.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Access 50K,futures,50000,39,one_time,USD,6,4,,eod_trailing,,,,90,"Weekly payouts after qualifying winning days. No daily loss limit during the challenge; the 40% consistency rule applies at payout. Sources disagree on this firm's profit targets: one publishes a flat 6% and another a tiered 6% at 25K and 50K, 5% at 75K and 100K, 4% at 150K. The recorded figures follow the first; settle it on the firm's own page before publishing.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Evaluation 50K,futures,50000,250,,USD,6,4,2.5,eod_trailing,,,,90,One-step evaluation. Consistency depends on the program. Price varies by current offer. Activation fee $149 on top of the evaluation price.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Daily 50K,futures,50000,87.2,monthly,USD,6,4,,eod_trailing,,,1,90,Daily payout structure. Consistency rules are account-specific. $398 is the regular price; the current listed price varies. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,3/30,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Instant 50K,futures,50000,271.6,one_time,USD,,,,eod_trailing,,,,90,"No evaluation. The first payout requires 6% profit. Payouts on demand. $419 is the regular price. The larger Instant sizes are published as ranges, so they are not on file as priced rows. Published as a range rather than one figure: $225.20–$328.40 at 100K and $319.60–$375.60 at 150K. Not recorded as a price.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Ignite 50K,futures,50000,,,USD,,4,2,eod_trailing,,,,90,Instant funding with no evaluation. Purchase price varies by current offer. No evaluation. The tightest consistency rule the firm sells.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Instant Sim Funded 50K,futures,50000,,,USD,,,,eod_trailing,,,,90,"Direct simulated funding. Payout targets of 6% / 5% / 4% depending on the payout cycle, with drawdown and consistency rules separate from Ignite. Not enough detail to assign one rule set. Figures deliberately absent: the source said not to rely on them for this product. No evaluation; a one-time fee from $167.60 depending on size.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Access 100K,futures,100000,39,one_time,USD,,,,eod_trailing,,,,90,"Weekly payouts after qualifying winning days. No daily loss limit during the challenge; the 40% consistency rule applies at payout. Sources disagree on this firm's profit targets: one publishes a flat 6% and another a tiered 6% at 25K and 50K, 5% at 75K and 100K, 4% at 150K. The recorded figures follow the first; settle it on the firm's own page before publishing.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Evaluation 100K,futures,100000,300,,USD,6,3,2.5,eod_trailing,,,,90,One-step evaluation. Consistency depends on the program. Price varies by current offer. Activation fee $149 on top of the evaluation price.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Daily 100K,futures,100000,159.2,monthly,USD,6,3,,eod_trailing,,,1,90,Daily payout structure. Consistency rules are account-specific. $398 is the regular price; the current listed price varies. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,5/50,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Ignite 100K,futures,100000,,,USD,,4,2,eod_trailing,,,,90,Instant funding with no evaluation. Purchase price varies by current offer. No evaluation. The tightest consistency rule the firm sells.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Instant Sim Funded 100K,futures,100000,,,USD,,,,eod_trailing,,,,90,"Direct simulated funding. Payout targets of 6% / 5% / 4% depending on the payout cycle, with drawdown and consistency rules separate from Ignite. Not enough detail to assign one rule set. Figures deliberately absent: the source said not to rely on them for this product. No evaluation; a one-time fee from $167.60 depending on size.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Access 150K,futures,150000,,one_time,USD,,,,eod_trailing,,,,90,"Weekly payouts after qualifying winning days. No daily loss limit during the challenge; the 40% consistency rule applies at payout. Sources disagree on this firm's profit targets: one publishes a flat 6% and another a tiered 6% at 25K and 50K, 5% at 75K and 100K, 4% at 150K. The recorded figures follow the first; settle it on the firm's own page before publishing.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
